´logic_link_006´ MissionScriptElement 100174
´logic_link_007´ MissionScriptElement 100175
´point_special_objective_005´ ElementSpecialObjective 100191
	action_duration_max 20
	attitude engage
	base_chance 1
	followup_elements
	chance_inc 0
	interaction_voice none
	interrupt_dis 0
	interrupt_dmg 1
	interrupt_objective False
	interval 1
	is_navigation_link True
	needs_pos_rsrv True
	path_haste run
	path_stance none
	path_style none
	patrol_path none
	pose none
	position -1069, -3072, 600
	rotation 1.42109E-14, -7.10542E-15, 0.707106, -0.707108
	scan True
	search_distance 0
	search_position -765,257 -3088,13 -147,502
	SO_access 15584
	so_action e_nl_up_1_down_8m
	trigger_on none
´nl_up_1_down_8m_010´ ElementSpecialObjective 101525
	action_duration_max 0
	action_duration_min 0
	ai_group none
	align_position True
	align_rotation True
	attitude engage
	base_chance 1
	followup_elements
	chance_inc 0
	interaction_voice none
	interrupt_dis 0
	interrupt_dmg 1
	interrupt_objective False
	interval 1
	is_navigation_link True
	needs_pos_rsrv True
	path_haste run
	path_stance none
	path_style none
	patrol_path none
	pose none
	position -754, -4442, 600
	rotation 8.08142E-15, -1.36794E-14, 0.210272, -0.977643
	scan True
	search_distance 0
	search_position -527,093 -4213,96 2,50006
	SO_access 15584
	so_action e_nl_up_1_down_7_1m
	trigger_on none
´nl_up_1_down_8m_011´ ElementSpecialObjective 101652
	action_duration_max 0
	action_duration_min 0
	ai_group none
	align_position True
	align_rotation True
	attitude engage
	base_chance 1
	followup_elements
	chance_inc 0
	interaction_voice none
	interrupt_dis 0
	interrupt_dmg 1
	interrupt_objective False
	interval 1
	is_navigation_link True
	needs_pos_rsrv True
	path_haste run
	path_stance none
	path_style none
	patrol_path none
	pose none
	position 555, -4492, 600
	rotation -2.18317E-15, -1.57376E-14, -0.443587, -0.896231
	scan True
	search_distance 0
	search_position 498,357 -4254,8 2,50004
	SO_access 15584
	so_action e_nl_up_1_down_7_1m
	trigger_on none
´nl_up_1_down_8m_012´ ElementSpecialObjective 101658
	action_duration_max 0
	action_duration_min 0
	ai_group none
	align_position True
	align_rotation True
	attitude engage
	base_chance 1
	followup_elements
	chance_inc 0
	interaction_voice none
	interrupt_dis 0
	interrupt_dmg 1
	interrupt_objective False
	interval 1
	is_navigation_link True
	needs_pos_rsrv True
	path_haste run
	path_stance none
	path_style none
	patrol_path none
	pose none
	position 875, -4400, 600
	rotation -2.18317E-15, -1.57376E-14, -0.443587, -0.896231
	scan True
	search_distance 0
	search_position 793,862 -4169,83 2,49996
	SO_access 15584
	so_action e_nl_up_1_down_7_1m
	trigger_on none
´nl_up_1_down_8m_013´ ElementSpecialObjective 101683
	action_duration_max 0
	action_duration_min 0
	ai_group none
	align_position True
	align_rotation True
	attitude engage
	base_chance 1
	followup_elements
	chance_inc 0
	interaction_voice none
	interrupt_dis 0
	interrupt_dmg 1
	interrupt_objective False
	interval 1
	is_navigation_link True
	needs_pos_rsrv True
	path_haste run
	path_stance none
	path_style none
	patrol_path none
	pose none
	position -850, -2736, 502.708
	rotation 1.57376E-14, -2.18318E-15, 0.896231, -0.443588
	scan True
	search_distance 0
	search_position -673,676 -2962,12 -147,502
	SO_access 15584
	so_action e_nl_up_1_down_7_1m
	trigger_on none
´nl_up_1_down_8m_014´ ElementSpecialObjective 101687
	action_duration_max 0
	action_duration_min 0
	ai_group none
	align_position True
	align_rotation True
	attitude engage
	base_chance 1
	followup_elements
	chance_inc 0
	interaction_voice none
	interrupt_dis 0
	interrupt_dmg 1
	interrupt_objective False
	interval 1
	is_navigation_link True
	needs_pos_rsrv True
	path_haste run
	path_stance none
	path_style none
	patrol_path none
	pose none
	position -875, -2025, 502.708
	rotation 4.00551E-15, -1.53751E-14, -0.0668488, -0.997763
	scan True
	search_distance 0
	search_position -804,321 -1804,83 -147,501
	SO_access 15584
	so_action e_nl_up_1_down_7_1m
	trigger_on none
´point_play_sound_001´ ElementPlaySound 102057
	append_prefix False
	interrupt True
	position -3041, -1350, 57
	rotation 0, 0, 0, -1
	sound_event civ_male_puking
	use_instigator False
	on_executed
		´point_play_sound_002´ (delay 3)
´point_play_sound_002´ ElementPlaySound 102058
	append_prefix False
	interrupt True
	position -3025, -1400, 50
	rotation 0, 0, 0, -1
	sound_event civ_male_puking_stop
	use_instigator False
´point_play_sound_003´ ElementPlaySound 102060
	append_prefix False
	interrupt True
	position 3625, -1250, 50
	rotation 0, 0, 1, -1.19209E-07
	sound_event civ_male_puking
	use_instigator False
	on_executed
		´point_play_sound_004´ (delay 3)
´point_play_sound_004´ ElementPlaySound 102061
	append_prefix False
	interrupt True
	position 3625, -1200, 50
	rotation 0, 0, 1, -1.19209E-07
	sound_event civ_male_puking_stop
	use_instigator False
´point_play_sound_005´ ElementPlaySound 102062
	append_prefix False
	interrupt True
	position 2819, -790, 50
	rotation 0, 0, -0.707107, -0.707107
	sound_event civ_male_puking
	use_instigator False
	on_executed
		´point_play_sound_006´ (delay 3)
´point_play_sound_006´ ElementPlaySound 102247
	append_prefix False
	interrupt True
	position 2869, -790, 50
	rotation 0, 0, -0.707107, -0.707107
	sound_event civ_male_puking_stop
	use_instigator False
´point_play_sound_007´ ElementPlaySound 102266
	append_prefix False
	interrupt True
	position -1900, -1200, 50
	rotation 0, 0, 0, -1
	sound_event civ_male_puking
	use_instigator False
	on_executed
		´point_play_sound_008´ (delay 3)
´point_play_sound_008´ ElementPlaySound 102301
	append_prefix False
	interrupt True
	position -1900, -1250, 50
	rotation 0, 0, 0, -1
	sound_event civ_male_puking_stop
	use_instigator False
´input_recep_disable_bain_vo´ ElementInstanceInputEvent 102885
	event_list
		1
			event activate_computer_search
			instance levels/instances/unique/kenaz/reception_cashier/reception_cashier
´enemy_003´ ElementSpawnEnemyDummy 102901
	accessibility any
	amount 0
	enemy units/payday2/characters/ene_swat_1/ene_swat_1
	force_pickup none
	interval 5
	orientation_elements
	participate_to_group_ai True
	position 2623, -5917, 0
	rotation 0, 0, -0.707107, -0.707107
	spawn_action e_sp_over_3m
	team default
	voice 0
´enemy_052´ ElementSpawnEnemyDummy 102902
	accessibility any
	amount 0
	enemy units/payday2/characters/ene_swat_1/ene_swat_1
	force_pickup none
	interval 5
	orientation_elements
	participate_to_group_ai True
	position -4924, -5662, 0
	rotation 0, 0, 0.707106, -0.707107
	spawn_action e_sp_over_3m
	team default
	voice 0
´enemy_053´ ElementSpawnEnemyDummy 103164
	accessibility any
	amount 0
	enemy units/payday2/characters/ene_swat_1/ene_swat_1
	force_pickup none
	interval 5
	orientation_elements
	participate_to_group_ai True
	position -4924, -3847, 0
	rotation 0, 0, 0.707106, -0.707107
	spawn_action e_sp_over_3m
	team default
	voice 0
´enemy_054´ ElementSpawnEnemyDummy 103165
	accessibility any
	amount 0
	enemy units/payday2/characters/ene_swat_1/ene_swat_1
	force_pickup none
	interval 5
	orientation_elements
	participate_to_group_ai True
	position -4924, -3272, 0
	rotation 0, 0, 0.707106, -0.707107
	spawn_action e_sp_over_3m
	team default
	voice 0
´enemy_055´ ElementSpawnEnemyDummy 103166
	accessibility any
	amount 0
	enemy units/payday2/characters/ene_swat_1/ene_swat_1
	force_pickup none
	interval 5
	orientation_elements
	participate_to_group_ai True
	position -4924, -2672, 0
	rotation 0, 0, 0.707106, -0.707107
	spawn_action e_sp_over_3m
	team default
	voice 0
´enemy_056´ ElementSpawnEnemyDummy 103167
	accessibility any
	amount 0
	enemy units/payday2/characters/ene_swat_1/ene_swat_1
	force_pickup none
	interval 5
	orientation_elements
	participate_to_group_ai True
	position -4924, -2122, 0
	rotation 0, 0, 0.707106, -0.707107
	spawn_action e_sp_over_3m
	team default
	voice 0
´enemy_057´ ElementSpawnEnemyDummy 103168
	accessibility any
	amount 0
	enemy units/payday2/characters/ene_swat_1/ene_swat_1
	force_pickup none
	interval 5
	orientation_elements
	participate_to_group_ai True
	position -4924, -1547, 0
	rotation 0, 0, 0.707106, -0.707107
	spawn_action e_sp_over_3m
	team default
	voice 0
´enemy_034´ ElementSpawnEnemyDummy 103173
	accessibility any
	amount 0
	enemy units/payday2/characters/ene_swat_1/ene_swat_1
	force_pickup none
	interval 5
	orientation_elements
	participate_to_group_ai True
	position 3673.35, -3075, 2.92028E-07
	rotation 5.16238E-10, 5.16238E-10, -0.707107, -0.707107
	spawn_action e_sp_over_3m
	team default
	voice 0
´enemy_035´ ElementSpawnEnemyDummy 103174
	accessibility any
	amount 0
	enemy units/payday2/characters/ene_swat_1/ene_swat_1
	force_pickup none
	interval 5
	orientation_elements
	participate_to_group_ai True
	position 3673.35, -3525, 2.92028E-07
	rotation 5.16238E-10, 5.16238E-10, -0.707107, -0.707107
	spawn_action e_sp_over_3m
	team default
	voice 0
´enemy_058´ ElementSpawnEnemyDummy 103175
	accessibility any
	amount 0
	enemy units/payday2/characters/ene_swat_1/ene_swat_1
	force_pickup none
	interval 5
	orientation_elements
	participate_to_group_ai True
	position 3673.35, -2300, 2.92028E-07
	rotation 5.16238E-10, 5.16238E-10, -0.707107, -0.707107
	spawn_action e_sp_over_3m
	team default
	voice 0
´enemy_059´ ElementSpawnEnemyDummy 103176
	accessibility any
	amount 0
	enemy units/payday2/characters/ene_swat_1/ene_swat_1
	force_pickup none
	interval 5
	orientation_elements
	participate_to_group_ai True
	position 3673.35, -2075, 2.92028E-07
	rotation 5.16238E-10, 5.16238E-10, -0.707107, -0.707107
	spawn_action e_sp_over_3m
	team default
	voice 0
´enemy_060´ ElementSpawnEnemyDummy 103177
	accessibility any
	amount 0
	enemy units/payday2/characters/ene_swat_1/ene_swat_1
	force_pickup none
	interval 5
	orientation_elements
	participate_to_group_ai True
	position 3825, -950, 7.30071E-07
	rotation -7.30071E-10, 1.11022E-16, 1, -5.96046E-08
	spawn_action e_sp_over_3m
	team default
	voice 0
´enemy_061´ ElementSpawnEnemyDummy 103178
	accessibility any
	amount 0
	enemy units/payday2/characters/ene_swat_1/ene_swat_1
	force_pickup none
	interval 5
	orientation_elements
	participate_to_group_ai True
	position 4025, -1125, 2.92028E-07
	rotation 5.16238E-10, 5.16238E-10, -0.707107, -0.707107
	spawn_action e_sp_over_3m
	team default
	voice 0
´enemy_062´ ElementSpawnEnemyDummy 103179
	accessibility any
	amount 0
	enemy units/payday2/characters/ene_swat_1/ene_swat_1
	force_pickup none
	interval 5
	orientation_elements
	participate_to_group_ai True
	position 4025, -1300, 2.92028E-07
	rotation 5.16238E-10, 5.16238E-10, -0.707107, -0.707107
	spawn_action e_sp_over_3m
	team default
	voice 0
´enemy_063´ ElementSpawnEnemyDummy 103180
	accessibility any
	amount 0
	enemy units/payday2/characters/ene_swat_1/ene_swat_1
	force_pickup none
	interval 5
	orientation_elements
	participate_to_group_ai True
	position 4025, -1700, 2.92028E-07
	rotation 5.16238E-10, 5.16238E-10, -0.707107, -0.707107
	spawn_action e_sp_over_3m
	team default
	voice 0
´enemy_064´ ElementSpawnEnemyDummy 103181
	accessibility any
	amount 0
	enemy units/payday2/characters/ene_swat_1/ene_swat_1
	force_pickup none
	interval 5
	orientation_elements
	participate_to_group_ai True
	position 4025, -1475, 2.92028E-07
	rotation 5.16238E-10, 5.16238E-10, -0.707107, -0.707107
	spawn_action e_sp_over_3m
	team default
	voice 0
´nl_climb_over_3m_031´ ElementSpecialObjective 103182
	action_duration_max 0
	action_duration_min 0
	ai_group none
	align_position True
	align_rotation True
	attitude engage
	base_chance 1
	followup_elements
	chance_inc 0
	interaction_voice none
	interrupt_dis 0
	interrupt_dmg 1
	interrupt_objective False
	interval 1
	is_navigation_link True
	needs_pos_rsrv True
	path_haste run
	path_stance none
	path_style none
	patrol_path none
	pose none
	position -4849, -3847, 0
	rotation 0, 0, -0.707107, -0.707106
	scan True
	search_distance 0
	search_position -5142,69 -3819,57 2,49919
	SO_access 15584
	so_action e_nl_climb_over_3m
	trigger_on none
´nl_climb_over_3m_032´ ElementSpecialObjective 103183
	action_duration_max 0
	action_duration_min 0
	ai_group none
	align_position True
	align_rotation True
	attitude engage
	base_chance 1
	followup_elements
	chance_inc 0
	interaction_voice none
	interrupt_dis 0
	interrupt_dmg 1
	interrupt_objective False
	interval 1
	is_navigation_link True
	needs_pos_rsrv True
	path_haste run
	path_stance none
	path_style none
	patrol_path none
	pose none
	position -4849, -3272, 0
	rotation 0, 0, -0.707107, -0.707106
	scan True
	search_distance 0
	search_position -5125,64 -3279,01 2,49913
	SO_access 15584
	so_action e_nl_climb_over_3m
	trigger_on none
´nl_climb_over_3m_033´ ElementSpecialObjective 103184
	action_duration_max 0
	action_duration_min 0
	ai_group none
	align_position True
	align_rotation True
	attitude engage
	base_chance 1
	followup_elements
	chance_inc 0
	interaction_voice none
	interrupt_dis 0
	interrupt_dmg 1
	interrupt_objective False
	interval 1
	is_navigation_link True
	needs_pos_rsrv True
	path_haste run
	path_stance none
	path_style none
	patrol_path none
	pose none
	position -4849, -2672, 0
	rotation 0, 0, -0.707107, -0.707106
	scan True
	search_distance 0
	search_position -5138,83 -2638,69 2,49906
	SO_access 15584
	so_action e_nl_climb_over_3m
	trigger_on none
´nl_climb_over_3m_034´ ElementSpecialObjective 103185
	action_duration_max 0
	action_duration_min 0
	ai_group none
	align_position True
	align_rotation True
	attitude engage
	base_chance 1
	followup_elements
	chance_inc 0
	interaction_voice none
	interrupt_dis 0
	interrupt_dmg 1
	interrupt_objective False
	interval 1
	is_navigation_link True
	needs_pos_rsrv True
	path_haste run
	path_stance none
	path_style none
	patrol_path none
	pose none
	position -4849, -2122, 0
	rotation 0, 0, -0.707107, -0.707106
	scan True
	search_distance 0
	search_position -5132,91 -2106,87 2,49899
	SO_access 15584
	so_action e_nl_climb_over_3m
	trigger_on none
´nl_climb_over_3m_035´ ElementSpecialObjective 103186
	action_duration_max 0
	action_duration_min 0
	ai_group none
	align_position True
	align_rotation True
	attitude engage
	base_chance 1
	followup_elements
	chance_inc 0
	interaction_voice none
	interrupt_dis 0
	interrupt_dmg 1
	interrupt_objective False
	interval 1
	is_navigation_link True
	needs_pos_rsrv True
	path_haste run
	path_stance none
	path_style none
	patrol_path none
	pose none
	position -4849, -1547, 0
	rotation 0, 0, -0.707107, -0.707106
	scan True
	search_distance 0
	search_position -5116,93 -1517,37 2,49892
	SO_access 15584
	so_action e_nl_climb_over_3m
	trigger_on none
´nl_climb_over_3m_036´ ElementSpecialObjective 103187
	action_duration_max 0
	action_duration_min 0
	ai_group none
	align_position True
	align_rotation True
	attitude engage
	base_chance 1
	followup_elements
	chance_inc 0
	interaction_voice none
	interrupt_dis 0
	interrupt_dmg 1
	interrupt_objective False
	interval 1
	is_navigation_link True
	needs_pos_rsrv True
	path_haste run
	path_stance none
	path_style none
	patrol_path none
	pose none
	position 3598.35, -3508, -6.69042E-13
	rotation 5.16238E-10, -5.16238E-10, 0.707107, -0.707107
	scan True
	search_distance 0
	search_position 3881,66 -3535,45 2,5003
	SO_access 15584
	so_action e_nl_climb_over_3m
	trigger_on none
´nl_climb_over_3m_037´ ElementSpecialObjective 103188
	action_duration_max 0
	action_duration_min 0
	ai_group none
	align_position True
	align_rotation True
	attitude engage
	base_chance 1
	followup_elements
	chance_inc 0
	interaction_voice none
	interrupt_dis 0
	interrupt_dmg 1
	interrupt_objective False
	interval 1
	is_navigation_link True
	needs_pos_rsrv True
	path_haste run
	path_stance none
	path_style none
	patrol_path none
	pose none
	position 3598.35, -3058, -6.69042E-13
	rotation 5.16238E-10, -5.16238E-10, 0.707107, -0.707107
	scan True
	search_distance 0
	search_position 3877,97 -3059,48 2,50025
	SO_access 15584
	so_action e_nl_climb_over_3m
	trigger_on none
´nl_climb_over_3m_038´ ElementSpecialObjective 103189
	action_duration_max 0
	action_duration_min 0
	ai_group none
	align_position True
	align_rotation True
	attitude engage
	base_chance 1
	followup_elements
	chance_inc 0
	interaction_voice none
	interrupt_dis 0
	interrupt_dmg 1
	interrupt_objective False
	interval 1
